TRIPID,PROGRNUMBER,STOPPOINTID,LINEID,ROUTEID,fullname,latitude,longitude
5956208,1,1073,102,102_10,"Malahide Road",53.4506925,-6.1870449999999995
5956208,2,3641,102,102_10,"Estuary Road",53.4527252778,-6.1835855556
5956208,4,3643,102,102_10,"Yellow Walls Rd",53.451237777799996,-6.169179166699999
5956208,5,3583,102,102_10,"Dublin Rd",53.4493477778,-6.1631625
5956208,6,3584,102,102_10,"Dublin Rd",53.449854444399996,-6.1598733333
5956208,7,3585,102,102_10,Malahide,53.4506330556,-6.1549913889
5956208,8,3586,102,102_10,NULL,NULL,NULL
5956208,9,3587,102,102_10,"Coast Road",53.4511272222,-6.1451075
5956208,10,3588,102,102_10,"Coast Road",53.449908888900005,-6.1407488889
5956208,11,3590,102,102_10,"Coast Road",53.4487594444,-6.1373511111
5956208,12,3589,102,102_10,"Coast Road",53.44608361109999,-6.132349444400001
5956208,13,3591,102,102_10,"Coast Road",53.444633611099995,-6.1275652778
5956208,14,3592,102,102_10,"Coast Road",53.4378791667,-6.122714444400001
5956208,15,3605,102,102_10,"Wendell Avenue",53.433968055600005,-6.1249186111
5956208,16,3606,102,102_10,"Wendell Avenue",53.4349291667,-6.1300391667
5956208,17,3607,102,102_10,"Redfern Ave",53.4349011111,-6.136286666699999
5956208,18,3608,102,102_10,"Carrickhill Rd",53.4310858333,-6.1342863889
5956208,20,3598,102,102_10,"Strand Road",53.421739444399996,-6.136095
5956208,21,4465,102,102_10,"Strand Road",53.4194716667,-6.1399558333
5956208,23,945,102,102_10,"Coast Road",53.41530944,-6.138768333
5956208,24,947,102,102_10,"Coast Road",53.40918639,-6.136328056
5956208,26,949,102,102_10,"Coast Road",53.40317167,-6.131612777999999
5956208,27,928,102,102_10,Baldoyle,53.39780167,-6.12678
5956208,28,951,102,102_10,NULL,NULL,NULL
5956208,30,953,102,102_10,NULL,NULL,NULL
5956208,31,4381,102,102_10,NULL,NULL,NULL
5956208,3,3642,102,102_10,"Estuary Road",53.45512611109999,-6.1812997222
5956208,19,3609,102,102_10,"Carrickhill Rd",53.4260852778,-6.134084166699999
5956208,22,944,102,102_10,"Coast Road",53.41724194,-6.142234722
5956208,25,948,102,102_10,"Coast Road",53.40614333,-6.134280277999999
5956208,29,952,102,102_10,NULL,NULL,NULL
5956209,28,3636,102,102_8,"Dublin Rd",53.4494225,-6.1621655556
5956209,29,905,102,102_8,"Yellow Walls Rd",53.45156167,-6.170369722
5956209,30,4331,102,102_8,"Estuary Road",53.4554,-6.1792097222
5956209,31,3641,102,102_8,"Estuary Road",53.4527252778,-6.1835855556
5956209,32,4339,102,102_8,"Estuary Road",53.452687222200005,-6.1834516667
5956209,33,6010,102,102_8,"Malahide Road",53.45287722,-6.1983658329999995
5956209,34,3656,102,102_8,"Mountgorry Way",53.4485458333,-6.2044061111
5956209,35,3653,102,102_8,"Mountgorry Way",53.448664444399995,-6.2045063889
5956209,36,1039,102,102_8,NULL,NULL,NULL
5956209,37,1040,102,102_8,NULL,NULL,NULL
5956209,38,6054,102,102_8,"Malahide Road",53.45423694,-6.215896111
5956209,40,3691,102,102_8,"Dublin Rd",53.455977222200005,-6.2216961111
5956209,42,3701,102,102_8,"Forest Road",53.4526169444,-6.227227222200001
5956209,45,3704,102,102_8,"River Valley Rd",53.4532572222,-6.2395327778
5956209,46,3705,102,102_8,"Rathingle Road",53.452813055600004,-6.2441588888999995
5956209,47,733,102,102_8,"Rathingle Road",53.44943333,-6.2404738889999996
5956209,1,4381,102,102_8,NULL,NULL,NULL
5956209,2,935,102,102_8,NULL,NULL,NULL
5956209,50,815,102,102_8,NULL,NULL,NULL
5956209,51,816,102,102_8,NULL,NULL,NULL
5956209,3,936,102,102_8,NULL,NULL,NULL
5956209,4,913,102,102_8,Baldoyle,53.39685472,-6.126566111
5956209,52,3663,102,102_8,"Dublin Airport",53.42459805560001,-6.2349088889
5956209,53,7348,102,102_8,"Dublin Airport",53.42790556,-6.241588889
5956209,6,938,102,102_8,"Coast Road",53.40154306,-6.130360556
5956209,7,940,102,102_8,"Coast Road",53.406555000000004,-6.134728611
5956209,8,941,102,102_8,"Coast Road",53.41007611,-6.136891111000001
5956209,9,942,102,102_8,"Coast Road",53.41503806,-6.1386449999999995
5956209,10,943,102,102_8,"Strand Road",53.41824778,-6.142175833
5956209,11,4503,102,102_8,NULL,NULL,NULL
5956209,12,3599,102,102_8,"Strand Road",53.4216463889,-6.1364752778
5956209,13,3610,102,102_8,"Carrickhill Rd",53.4257477778,-6.1343547222
5956209,14,3611,102,102_8,"Carrickhill Rd",53.428846388900006,-6.1336319444
5956209,15,6135,102,102_8,"Carrickhill Rd",53.43124556,-6.134730833
5956209,16,3612,102,102_8,"Carrickhill Rd",53.433368888900006,-6.136594444400001
5956209,17,3613,102,102_8,"Redfern Ave",53.4350997222,-6.1346222222
5956209,18,3615,102,102_8,"Wendell Avenue",53.4353133333,-6.1316025000000005
5956209,19,3616,102,102_8,"Coast Road",53.4342761111,-6.123926944400001
5956209,20,3618,102,102_8,"Coast Road",53.438693888900005,-6.123085
5956209,21,3619,102,102_8,"Coast Road",53.4447041667,-6.1280591667
5956209,22,3620,102,102_8,"Coast Road",53.4464725,-6.1342141667
5956209,23,3622,102,102_8,"Coast Rd Malahide",53.44946444439999,-6.1399099999999995
5956209,25,4387,102,102_8,"Malahide Village",53.4508652778,-6.1525722222
5956209,27,3635,102,102_8,"Dublin Rd",53.44964,-6.1605300000000005
5956209,39,4330,102,102_8,"Malahide Road",53.4547858333,-6.2183577778
5956209,41,3572,102,102_8,"Forest Road",53.4543272222,-6.2243852778
5956209,43,3702,102,102_8,"River Valley Rd",53.451972222200006,-6.232253055599999
5956209,44,3088,102,102_8,"River Valley Rd",53.4527269444,-6.2371002778
5956209,24,3623,102,102_8,"Coast Road",53.4506566667,-6.1437427778
5956209,48,6015,102,102_8,"Rathingle Road",53.44833583,-6.238576944
5956209,26,3634,102,102_8,Malahide,53.450455277799996,-6.1551194444
5956209,49,788,102,102_8,NULL,NULL,NULL
5956209,5,914,102,102_8,Baldoyle,53.39875694,-6.127505
5956210,25,3641,102,102_9,"Estuary Road",53.4527252778,-6.1835855556
5956210,26,3642,102,102_9,"Estuary Road",53.45512611109999,-6.1812997222
5956210,27,3643,102,102_9,"Yellow Walls Rd",53.451237777799996,-6.169179166699999
5956210,28,3583,102,102_9,"Dublin Rd",53.4493477778,-6.1631625
5956210,29,3584,102,102_9,"Dublin Rd",53.449854444399996,-6.1598733333
5956210,30,3585,102,102_9,Malahide,53.4506330556,-6.1549913889
5956210,31,3586,102,102_9,NULL,NULL,NULL
5956210,32,3587,102,102_9,"Coast Road",53.4511272222,-6.1451075
5956210,33,3588,102,102_9,"Coast Road",53.449908888900005,-6.1407488889
5956210,34,3590,102,102_9,"Coast Road",53.4487594444,-6.1373511111
5956210,35,3589,102,102_9,"Coast Road",53.44608361109999,-6.132349444400001
5956210,36,3591,102,102_9,"Coast Road",53.444633611099995,-6.1275652778
5956210,37,3592,102,102_9,"Coast Road",53.4378791667,-6.122714444400001
5956210,38,3605,102,102_9,"Wendell Avenue",53.433968055600005,-6.1249186111
5956210,39,3606,102,102_9,"Wendell Avenue",53.4349291667,-6.1300391667
5956210,40,3607,102,102_9,"Redfern Ave",53.4349011111,-6.136286666699999
5956210,41,3608,102,102_9,"Carrickhill Rd",53.4310858333,-6.1342863889
5956210,42,3609,102,102_9,"Carrickhill Rd",53.4260852778,-6.134084166699999
5956210,43,3598,102,102_9,"Strand Road",53.421739444399996,-6.136095
5956210,44,4465,102,102_9,"Strand Road",53.4194716667,-6.1399558333
5956210,45,944,102,102_9,"Coast Road",53.41724194,-6.142234722
5956210,47,947,102,102_9,"Coast Road",53.40918639,-6.136328056
5956210,48,948,102,102_9,"Coast Road",53.40614333,-6.134280277999999
5956210,49,949,102,102_9,"Coast Road",53.40317167,-6.131612777999999
5956210,51,951,102,102_9,NULL,NULL,NULL
5956210,52,952,102,102_9,NULL,NULL,NULL
5956210,2,3669,102,102_9,"Dublin Airport",53.428465555600006,-6.2350797222
5956210,3,3671,102,102_9,"Swords Road",53.4293994444,-6.230165
5956210,4,3672,102,102_9,"Swords Road",53.432175555600004,-6.2300797222
5956210,5,3078,102,102_9,NULL,NULL,NULL
5956210,54,4381,102,102_9,NULL,NULL,NULL
5956210,6,3087,102,102_9,NULL,NULL,NULL
5956210,7,6033,102,102_9,"Rathingle Road",53.447825,-6.238071389
5956210,8,3089,102,102_9,"Rathingle Road",53.4489647222,-6.239785555599999
5956210,9,3090,102,102_9,"Rathingle Road",53.4495838889,-6.241536666699999
5956210,10,3706,102,102_9,"Rathingle Road",53.4512966667,-6.2449441667
5956210,11,3707,102,102_9,"Rathingle Road",53.452351388900006,-6.2445541666999995
5956210,12,3708,102,102_9,"River Valley Rd",53.453263888900004,-6.2387647222
5956210,13,3709,102,102_9,"River Valley Rd",53.4526316667,-6.2361105556
5956210,14,3710,102,102_9,"River Valley Rd",53.4520561111,-6.231225555599999
5956210,15,4925,102,102_9,"Forest Road",53.45216083,-6.228601389
5956210,16,4926,102,102_9,"Forest Road",53.45443861,-6.224606389
5956210,17,3678,102,102_9,"Main Street Swords",53.455323055600005,-6.2224313889
5956210,18,6117,102,102_9,"Malahide Road",53.45438028,-6.215875
5956210,20,1050,102,102_9,NULL,NULL,NULL
5956210,21,3656,102,102_9,"Mountgorry Way",53.4485458333,-6.2044061111
5956210,22,3653,102,102_9,"Mountgorry Way",53.448664444399995,-6.2045063889
5956210,23,6055,102,102_9,"Malahide Road",53.45291444,-6.197867222
5956210,24,1073,102,102_9,"Malahide Road",53.4506925,-6.1870449999999995
5956210,53,953,102,102_9,NULL,NULL,NULL
5956210,19,1041,102,102_9,NULL,NULL,NULL
5956210,46,945,102,102_9,"Coast Road",53.41530944,-6.138768333
5956210,1,7348,102,102_9,"Dublin Airport",53.42790556,-6.241588889
5956210,50,928,102,102_9,Baldoyle,53.39780167,-6.12678
5959946,12,608,104,104_15,"Howth Road",53.37107833,-6.204465278
5959946,13,4791,104,104_15,NULL,NULL,NULL
5959946,18,1197,104,104_15,"Malahide Road",53.3792322222,-6.211758333300001
5959946,19,4473,104,104_15,NULL,NULL,NULL
5959946,20,250,104,104_15,"Skelly's Lane",53.384419444399995,-6.2202452778
5959946,22,4597,104,104_15,NULL,NULL,NULL
5959946,24,218,104,104_15,"Shantalla Road",53.3859238889,-6.233788333300001
5959946,25,219,104,104_15,"Shantalla Road",53.3878275,-6.2385355555999995
5959946,27,221,104,104_15,"Shanowen Rd",53.3897213889,-6.2468922222000005
5959946,28,222,104,104_15,"Shanliss Rd",53.3899455556,-6.2493036111
5959946,29,223,104,104_15,"Shanliss Rd",53.391062222200006,-6.2519191667
5959946,30,224,104,104_15,"Shanard Road",53.390834722200005,-6.2541838889
5959946,32,226,104,104_15,"Shanard Road",53.3911405556,-6.2622005556
5959946,33,114,104,104_15,"Ballymun Road",53.3913333333,-6.2637111111
5959946,34,1645,104,104_15,NULL,NULL,NULL
5959946,35,1646,104,104_15,NULL,NULL,NULL
5959946,36,7571,104,104_15,DCU,53.38677556,-6.258725
5959946,17,1196,104,104_15,"Malahide Road",53.378041111099996,-6.2144386111
5959946,23,255,104,104_15,"Beaumont Road",53.385593888900004,-6.2315319444
5959946,2,1731,104,104_15,"Clontarf Rd",53.359094999999996,-6.1966730556
5959946,8,1773,104,104_15,"Blackheath Pk",53.3668108333,-6.2033974999999995
5959946,9,1774,104,104_15,"Blackheath Pk",53.3661361111,-6.1974
5959946,1,1730,104,104_15,"Clontarf Rd",53.358225,-6.194126944400001
5959946,3,1732,104,104_15,"Clontarf Rd",53.3600961111,-6.20239
5959946,4,1733,104,104_15,"Clontarf Rd",53.3602111111,-6.2063119444
5959946,6,1652,104,104_15,NULL,NULL,NULL
5959946,7,5141,104,104_15,NULL,NULL,NULL
5959946,10,1651,104,104_15,NULL,NULL,NULL
5959946,11,4784,104,104_15,NULL,NULL,NULL
5959946,5,1650,104,104_15,NULL,NULL,NULL
5959946,21,251,104,104_15,"Skelly's Lane",53.384832222200004,-6.2232197222000005
5959946,26,220,104,104_15,"Swords Road",53.387940555600004,-6.2449808333000005
5959946,31,225,104,104_15,"Shanard Road",53.3906666667,-6.2574383333000005
5959946,14,4792,104,104_15,NULL,NULL,NULL
5959947,2,1644,104,104_16,NULL,NULL,NULL
5959947,3,1605,104,104_16,NULL,NULL,NULL
5959947,4,228,104,104_16,"Shanliss Rd",53.3918775,-6.259719444400001
5959947,5,229,104,104_16,"Shanliss Rd",53.391399444399994,-6.2565363889
5959947,6,227,104,104_16,"Shanliss Rd",53.391143888900004,-6.251344444400001
5959947,8,231,104,104_16,"Swords Road",53.38924,-6.245949722200001
5959947,9,232,104,104_16,"Shantalla Road",53.3879844444,-6.2369805556
5959947,10,233,104,104_16,"Shantalla Road",53.385821388900006,-6.233536944400001
5959947,13,253,104,104_16,"Beaumont Hospital",53.3899458333,-6.2243900000000005
5959947,15,245,104,104_16,"Skelly's Lane",53.3844722222,-6.2195666667
5959947,16,4474,104,104_16,NULL,NULL,NULL
5959947,17,4790,104,104_16,NULL,NULL,NULL
5959947,18,1220,104,104_16,"Malahide Road",53.3787625,-6.2121988889
5959947,19,1221,104,104_16,"Malahide Road",53.376816388900004,-6.216098333300001
5959947,20,674,104,104_16,NULL,NULL,NULL
5959947,21,4389,104,104_16,NULL,NULL,NULL
5959947,22,4390,104,104_16,NULL,NULL,NULL
5959947,23,530,104,104_16,"Howth Road",53.37122444,-6.204023332999999
5959947,24,4785,104,104_16,NULL,NULL,NULL
5959947,25,1764,104,104_16,"Blackheath Pk",53.365893055600004,-6.195576944400001
5959947,26,1765,104,104_16,"Blackheath Drive",53.36655138890001,-6.2022813888999995
5959947,27,1766,104,104_16,NULL,NULL,NULL
5959947,28,1767,104,104_16,"Castle Ave",53.3638272222,-6.2052211111
5959947,29,7129,104,104_16,NULL,NULL,NULL
5959947,30,1744,104,104_16,"Clontarf Rd",53.36032888890001,-6.2087738889
5959947,32,1746,104,104_16,"Clontarf Rd",53.360253888900004,-6.2027361111
5959947,33,1747,104,104_16,"Clontarf Rd",53.35931,-6.1968161111
5959947,34,1748,104,104_16,"Clontarf Rd",53.3582480556,-6.1934511111
5959947,35,1749,104,104_16,"Clontarf Rd",53.3585638889,-6.1905438889
5959947,12,243,104,104_16,"Beaumont Road",53.385780000000004,-6.2295397222
5959947,31,1745,104,104_16,"Clontarf Rd",53.360323055600006,-6.205691944400001
5959947,1,7571,104,104_16,DCU,53.38677556,-6.258725
5959947,7,230,104,104_16,"Shanliss Rd",53.389888055600004,-6.2490655556
5959947,11,242,104,104_16,"Beaumont Road",53.38565500000001,-6.2320105556
5957976,15,4983,111,111_10,NULL,NULL,NULL
5957976,13,3069,111,111_10,"George's St",53.29075305560001,-6.132637777799999
5957976,11,3067,111,111_10,"Glasthule Rd",53.288405000000004,-6.12734
5957976,10,3066,111,111_10,"Glasthule Rd",53.2877233333,-6.125719999999999
5957976,9,3065,111,111_10,"Glasthule Rd",53.286993333299996,-6.122751944400001
5957976,8,3064,111,111_10,"Sandycove Rd",53.286032777799996,-6.119404444400001
5957976,7,3063,111,111_10,"Sandycove Rd",53.2859752778,-6.1163169444
5957976,5,3061,111,111_10,"Ulverton Road",53.28416,-6.1078327778
5957976,4,3060,111,111_10,"Ulverton Road",53.282141944399996,-6.1069769444
5957976,3,3059,111,111_10,"Ulverton Road",53.2800138889,-6.1071161111
5957976,2,3058,111,111_10,NULL,NULL,NULL
5957976,14,3070,111,111_10,"George's St",53.292115,-6.1358186111
5957976,6,3062,111,111_10,"Breffni Road",53.285543611099996,-6.1117613889
5957976,12,3068,111,111_10,"George's St",53.2898294444,-6.1304877778
5957976,1,3057,111,111_10,"Ulverton Road",53.2783844444,-6.1069483333
8117810,34,2016,145,145_102,"Stillorgan Road",53.2782086111,-6.1840672222
8124801,1,6057,123,123_34,"Kilnamanagh Rd",53.32145806,-6.331153888999999
8117810,4,1478,145,145_102,"Inns Quay",53.3456480556,-6.2729349999999995
8117810,20,760,145,145_102,"Stillorgan Road",53.31832389,-6.23055
8117810,6,7622,145,145_102,"Bachelors Walk",53.346885,-6.262281111
8117810,8,406,145,145_102,"Nassau Street",53.342581111099996,-6.256093055599999
8117810,24,2007,145,145_102,"Stillorgan Road",53.308875,-6.2161111111
8117810,9,747,145,145_102,"Kildare Street",53.33992806,-6.255696943999999
8117810,25,2008,145,145_102,"Stillorgan Road",53.305600277799996,-6.2111158333
8117810,10,842,145,145_102,"St. Stephen's Green",53.33724,-6.256318889
8117810,26,2009,145,145_102,"Stillorgan Road",53.303339444399995,-6.2078041667
8117810,11,845,145,145_102,"Leeson Street",53.33545694,-6.256231111
8117810,27,2010,145,145_102,"Stillorgan Road",53.298897222200004,-6.2046744444
8117810,28,435,145,145_102,"Stillorgan Road",53.295988888900006,-6.2037430555999995
8117810,14,848,145,145_102,"Sussex Road",53.32976194,-6.249026111
8117810,29,7353,145,145_102,"Stillorgan Road",53.29356806,-6.20176
8117810,15,2795,145,145_102,"Leeson St",53.32852,-6.2462530555999995
8117810,30,4571,145,145_102,"Stillorgan Road",53.2889791667,-6.1948752778
8117810,31,2013,145,145_102,"Stillorgan Road",53.285314444399994,-6.194459999999999
8117810,17,757,145,145_102,"Morehampton Road",53.324075,-6.239573889
8117810,2,1476,145,145_102,"Wolfe Tone Quay",53.347003055600005,-6.2846638889
8117810,18,758,145,145_102,"Morehampton Road",53.32267806,-6.237663888999999
8117810,3,7453,145,145_102,"Arran Quay",53.34633806,-6.278378056
8117810,43,3131,145,145_102,"Bray Road",53.25551694439999,-6.1451719444
8117810,44,3132,145,145_102,"Bray Road",53.2527280556,-6.142951944400001
8117810,45,3133,145,145_102,"Bray Road",53.2503661111,-6.140848055599999
8117809,73,4320,145,145_105,"Heuston Station",53.346611944399996,-6.2919761111
8117810,46,3134,145,145_102,"Bray Road",53.2469066667,-6.1360313889
8117810,47,3135,145,145_102,"Bray Road",53.242953888900004,-6.1305438889
8117810,48,3136,145,145_102,"Bray Road",53.2377319444,-6.127330000000001
8117810,35,2015,145,145_102,"Stillorgan Road",53.2755347222,-6.1790672222000005
8117810,36,2017,145,145_102,"Stillorgan Road",53.2741966667,-6.1750152778
8117810,37,3259,145,145_102,"Bray Road",53.2728311111,-6.1717019444000005
8117810,39,7362,145,145_102,"Cabinteely Bypass",53.26593944,-6.157691667000001
8117810,40,3129,145,145_102,"Bray Road",53.262455277799994,-6.150360833300001
8117810,41,7638,145,145_102,NULL,NULL,NULL
8117810,42,3130,145,145_102,"Bray Road",53.258603888900005,-6.1460061111
8130318,2,746,84X,84X_65,"Kildare Street",53.34012694,-6.2555611110000005
8130318,3,844,84X,84X_65,"St. Stephen's Green",53.33764194,-6.25599
8130318,6,758,84X,84X_65,"Morehampton Road",53.32267806,-6.237663888999999
8130318,8,2007,84X,84X_65,"Stillorgan Road",53.308875,-6.2161111111
8130318,9,4571,84X,84X_65,"Stillorgan Road",53.2889791667,-6.1948752778
8130318,10,2014,84X,84X_65,"Stillorgan Road",53.2821183333,-6.192915
8130318,12,2017,84X,84X_65,"Stillorgan Road",53.2741966667,-6.1750152778
8130318,13,7362,84X,84X_65,"Cabinteely Bypass",53.26593944,-6.157691667000001
8130318,14,3134,84X,84X_65,"Bray Road",53.2469066667,-6.1360313889
8130318,15,3135,84X,84X_65,"Bray Road",53.242953888900004,-6.1305438889
8130318,17,7363,84X,84X_65,"Southern Cross Rd",53.18172,-6.131881944
8130318,19,4589,84X,84X_65,"Southern Cross",53.1842338889,-6.116066944400001
8130318,20,7364,84X,84X_65,"Southern Cross Rd",53.18459,-6.108201944
8130318,21,7365,84X,84X_65,"Southern Cross Rd",53.18546806,-6.10421
8130318,22,4210,84X,84X_65,"Greystones Rd",53.1743358333,-6.0952563889
8130318,24,4215,84X,84X_65,"Rathdown Road",53.1522083333,-6.0814180555999995
8130318,25,4216,84X,84X_65,"Rathdown Road",53.149988888900005,-6.079782777799999
8130318,27,4224,84X,84X_65,"Church Road",53.143950833299996,-6.0610661111
8130318,29,7462,84X,84X_65,"Charlesland Rd",53.12880083,-6.062480556000001
8130318,30,7461,84X,84X_65,"Charlesland Rd",53.12893194,-6.062803333
8130318,32,4248,84X,84X_65,"Kilcoole Rd",53.12189694439999,-6.072769999999999
8130318,33,4252,84X,84X_65,"Kilcoole Rd",53.1114819444,-6.0653661111
8130318,35,4306,84X,84X_65,"Sea Road",53.1062380556,-6.061088055599999
8117810,12,846,145,145_102,"Leeson Street",53.33345694,-6.254086111
8117810,13,847,145,145_102,"Leeson Street",53.33157389,-6.252244999999999
8117810,16,756,145,145_102,"Morehampton Road",53.32639,-6.242576111
8117810,1,4320,145,145_102,"Heuston Station",53.346611944399996,-6.2919761111
8117810,33,4636,145,145_102,"Stillorgan Road",53.2806913889,-6.1901105556
8130318,11,2016,84X,84X_65,"Stillorgan Road",53.2782086111,-6.1840672222
8130318,18,4588,84X,84X_65,"Southern Cross",53.1833980556,-6.122013055599999
8130318,26,4222,84X,84X_65,"Church Road",53.145200555600006,-6.063850277799999
8130318,36,4307,84X,84X_65,"Sea Road",53.1058538889,-6.0532
8117810,5,1479,145,145_102,"Ormond Quay",53.34591305560001,-6.269233055599999
8117810,22,762,145,145_102,RTE,53.31451611,-6.224361944
8117810,7,334,145,145_102,"D'Olier Street",53.346555,-6.2581561111
8130318,1,4495,84X,84X_65,"Hawkins Street",53.3461830556,-6.256966111100001
8130318,4,846,84X,84X_65,"Leeson Street",53.33345694,-6.254086111
8130318,7,760,84X,84X_65,"Stillorgan Road",53.31832389,-6.23055
8130318,31,4230,84X,84X_65,"Mill Road",53.133158611099994,-6.077888055599999
8130318,34,4305,84X,84X_65,Kilcoole,53.1062661111,-6.063916944400001
8117810,19,759,145,145_102,Donnybrook,53.32034306,-6.233323888999999
8117810,38,7361,145,145_102,"Bray Road",53.27041194,-6.1658800000000005
8117810,21,761,145,145_102,"Stillorgan Road",53.31609111,-6.2274719439999995
8117810,23,763,145,145_102,"Stillorgan Road",53.31232111,-6.221138056
8117810,32,2014,145,145_102,"Stillorgan Road",53.2821183333,-6.192915
8130318,5,848,84X,84X_65,"Sussex Road",53.32976194,-6.249026111
8130318,23,4211,84X,84X_65,"Greystones Rd",53.172108888900006,-6.0931558333
8130318,28,4225,84X,84X_65,Greystones,53.139532499999994,-6.0607716667
5956270,7,3221,111,111_7,"Loughlinstown Drive",53.2489841667,-6.1326441667
5956270,8,3222,111,111_7,"Loughlinstown Pk",53.2466025,-6.1286569444
5956270,9,3223,111,111_7,"Loughlinstown Drive",53.2491502778,-6.132936666699999
5956270,10,3224,111,111_7,"Wyattville Road",53.2519458333,-6.1323652778
5956270,11,3225,111,111_7,"Churchview Rd",53.255295,-6.1338530555999995
5956270,12,3226,111,111_7,"Churchview Rd",53.258546944399995,-6.1377736111
5956270,13,3227,111,111_7,"Churchview Rd",53.2619541667,-6.1378052778
5956270,14,3228,111,111_7,"Churchview Rd",53.2647541667,-6.134655277799999
5956270,15,3229,111,111_7,"Church Road",53.2653527778,-6.134419444400001
5956270,17,3230,111,111_7,"Rochestown Ave",53.268501666700004,-6.1392
5956270,18,3232,111,111_7,"Pearse Villas",53.2716038889,-6.140444722200001
5956270,19,3233,111,111_7,"Pearse Street",53.2727413889,-6.1413400000000005
5956270,20,3234,111,111_7,"Pearse Street",53.27360361109999,-6.139563333300001
5956270,21,4462,111,111_7,"Church Place",53.275167222200004,-6.1378158333
5956270,23,3236,111,111_7,"Sallynoggin Road",53.2779836111,-6.1403027778
5956270,24,3237,111,111_7,"Sallynoggin Road",53.2791422222,-6.1379577778
5956270,25,6103,111,111_7,NULL,NULL,NULL
5956270,26,7554,111,111_7,"Park Pointe SC",53.28274194,-6.143995556
5956270,27,2031,111,111_7,"Mounttown Rd",53.2861122222,-6.1457094444
5956270,28,2032,111,111_7,"York Road",53.28952388890001,-6.144871666699999
5956270,29,2033,111,111_7,"York Road",53.2914783333,-6.1433916666999995
5956270,30,2034,111,111_7,"York Road",53.2927363889,-6.1427972222000005
5956270,31,2035,111,111_7,"Clarence Street",53.2957722222,-6.1426655556
5956270,32,2036,111,111_7,"Crofton Road",53.295792777799996,-6.1382088888999995
5956270,33,2039,111,111_7,"Crofton Road",53.2948872222,-6.1349027778
5956270,34,2037,111,111_7,NULL,NULL,NULL
5956270,35,3046,111,111_7,NULL,NULL,NULL
5956270,37,3048,111,111_7,"Glasthule Rd",53.2884361111,-6.1270388889
5956270,38,3049,111,111_7,"Glasthule Rd",53.2874061111,-6.1244138888999995
5956270,40,3051,111,111_7,"Sandycove Rd",53.286124444399995,-6.1177952778
5956270,41,3052,111,111_7,"Sandycove Rd",53.2859077778,-6.114895
5956270,42,3053,111,111_7,"Breffni Road",53.2855897222,-6.111279444400001
5956270,43,3054,111,111_7,"Ulverton Road",53.28410194439999,-6.1075802777999995
5956270,44,3055,111,111_7,"Ulverton Road",53.281835,-6.106885555599999
5956270,45,3056,111,111_7,"Ulverton Road",53.28031,-6.107088055599999
5956270,46,3057,111,111_7,"Ulverton Road",53.2783844444,-6.1069483333
5956270,3,5047,111,111_7,"Wyattville Road",53.24581194,-6.140169722
5956270,4,3134,111,111_7,"Bray Road",53.2469066667,-6.1360313889
5956270,5,3143,111,111_7,"Bray Road",53.24269055560001,-6.1308202778
5956270,6,3144,111,111_7,"Bray Road",53.24569055560001,-6.135275
5956270,16,7472,111,111_7,"Rochestown Ave",53.26706806,-6.136623611
5956270,22,3235,111,111_7,"Pearse Street",53.2771808333,-6.1406975
5956270,36,3047,111,111_7,"George's St",53.290170277799994,-6.1310130555999995
5956270,39,3050,111,111_7,"Glasthule Rd",53.28694888890001,-6.1222138889
5956271,1,3057,111,111_8,"Ulverton Road",53.2783844444,-6.1069483333
5956271,2,3058,111,111_8,NULL,NULL,NULL
5956271,3,3059,111,111_8,"Ulverton Road",53.2800138889,-6.1071161111
5956271,5,3061,111,111_8,"Ulverton Road",53.28416,-6.1078327778
5956271,6,3062,111,111_8,"Breffni Road",53.285543611099996,-6.1117613889
5956271,7,3063,111,111_8,"Sandycove Rd",53.2859752778,-6.1163169444
5956271,8,3064,111,111_8,"Sandycove Rd",53.286032777799996,-6.119404444400001
5956271,9,3065,111,111_8,"Glasthule Rd",53.286993333299996,-6.122751944400001
5956271,10,3066,111,111_8,"Glasthule Rd",53.2877233333,-6.125719999999999
5956271,12,3068,111,111_8,"George's St",53.2898294444,-6.1304877778
5956271,13,3069,111,111_8,"George's St",53.29075305560001,-6.132637777799999
5956271,14,3070,111,111_8,"George's St",53.292115,-6.1358186111
5956271,18,2043,111,111_8,"York Road",53.29247361109999,-6.1426586111
5956271,19,2044,111,111_8,"York Road",53.2908722222,-6.143733055599999
5956271,20,2045,111,111_8,"York Road",53.289076944399994,-6.1450408333
5956271,21,2046,111,111_8,"Mounttown Rd",53.28586944439999,-6.14569
5956271,22,7553,111,111_8,"Park Pointe SC",53.28249639,-6.142086389
5956271,23,6082,111,111_8,NULL,NULL,NULL
5956271,24,3205,111,111_8,"Sallynoggin Road",53.2793911111,-6.1371972222
5956271,25,3206,111,111_8,"Sallynoggin Road",53.2782322222,-6.1395422222
5956271,26,3207,111,111_8,"Pearse Street",53.2772591667,-6.1405441667
5956271,27,3208,111,111_8,Sallynoggin,53.2761872222,-6.1386711111
5956271,28,3209,111,111_8,"Pearse Street",53.274436944399994,-6.1376675
5956271,29,3210,111,111_8,"Pearse Street",53.2735044444,-6.1395375
5956271,30,4981,111,111_8,"Pearse Villas",53.272665,-6.137594722
5956271,31,3211,111,111_8,"Rochestown Pk",53.2712875,-6.138029444400001
