stopid,shortname,fullname,latitude,longitude,buses
2,Parnell Square,Parnell Square,53.3522411111,-6.263695,"38,38A,38D,38B,46A,46E"
3,Parnell Square,Parnell Square,53.3523069444,-6.2637830556,"120,122"
4,Parnell Square,Parnell Square,53.3525669444,-6.2641661111,"7,7A,7B,7D,9"
6,Parnell Square,Parnell Square,53.35274389,-6.264443056,"4,155"
7,Parnell Square,Parnell Square,53.35283611,-6.264561944,"13,140,40,40B,40D"
8,Parnell Square,Parnell Square,53.35328111,-6.265155,16
10,Parnell Square,Parnell Square,53.3533869444,-6.2653838889,"16,16C,11,1,44"
11,Dorset St,Dorset St,53.3570938889,-6.2643669444,"40B,40D,40,13"
12,Dorset St,Dorset St,53.3567888889,-6.2646230556,"11,1,122,16,44"
14,Dorset St,Dorset St,53.3585369444,-6.2627238889,"44,40B,40D,40,16,122,13,1,11"
15,Dorset St,Dorset St,53.3602511111,-6.2609730556,"11,1,13,16,33E,33,40,40D,40B,41,41B,44,41C,41D"
16,Nephin Road,Nephin Road,53.3664188889,-6.305635,122
17,Drumcondra Rd,Drumcondra Rd,53.3630669444,-6.2583980556,"13,1,11,16,33E,33,41C,41D,44,41B,41"
18,Drumcondra Rd,Drumcondra Rd,53.3658488889,-6.2559311111,"41,41B,44,41D,41C,33,33E,16,11,1,13"
19,Drumcondra Rd,Drumcondra Rd,53.3671380556,-6.2554930556,"13,1,11,16,33E,33,41C,41D,44,41B,41"
21,Drumcondra Rd,Drumcondra Rd,53.3700919444,-6.2542911111,"41B,41,44,41D,41C,33E,33,16,11,1,13"
22,Home Farm Road,Home Farm Road,53.3735669444,-6.2528480556,11
23,Home Farm Road,Home Farm Road,53.3742880556,-6.25627,11
24,Home Farm Road,Home Farm Road,53.3751530556,-6.2603261111,11
25,Home Farm Road,Home Farm Road,53.3759030556,-6.2636111111,11
27,Ballymun Road,Ballymun Road,53.3794380556,-6.266575,"11,13,155,4,9"
28,Ballymun Road,Ballymun Road,53.381575,-6.2659888889,"9,4,155,13,11"
29,Ballymun Road,Ballymun Road,53.3834838889,-6.2656630556,"11,13,155,4,9"
30,Ventry Park,Ventry Park,53.3703211111,-6.3045780556,"120,40E"
31,St. Pappin's Road,St. Pappin's Road,53.38607,-6.268805,11
32,St. Pappin's Road,St. Pappin's Road,53.3861930556,-6.27137,11
33,Glasnevin Drive,Glasnevin Drive,53.3887530556,-6.2717511111,11
35,St. Pappin's Road,St. Pappin's Road,53.3862080556,-6.2709080556,11
36,St. Pappin's Road,St. Pappin's Road,53.3861230556,-6.2678719444,11
37,Ballymun Road,Ballymun Road,53.3853469444,-6.2648788889,"11,13,155,4,9"
38,Ballymun Road,Ballymun Road,53.3822388889,-6.2655,"9,4,155,13,11"
39,Ballymun Road,Ballymun Road,53.3804161111,-6.2656488889,"11,13,155,4,9"
40,Mobhi Road,Mobhi Road,53.3766619444,-6.2646630556,"9,4,155,11"
41,Home Farm Road,Home Farm Road,53.3755561111,-6.26184,11
42,Home Farm Road,Home Farm Road,53.3746538889,-6.2574388889,11
43,Home Farm Road,Home Farm Road,53.3738611111,-6.2538730556,11
44,Drumcondra Rd,Drumcondra Rd,53.3730161111,-6.25211,"11,1,13,16C,16,16D,33,41B,41,41C,41D,44"
45,Drumcondra Rd,Drumcondra Rd,53.3698811111,-6.2541330556,"41C,41D,41,41B,44,33,16D,16C,16,13,11,1"
46,Drumcondra Rd,Drumcondra Rd,53.3671469444,-6.2553588889,"1,11,13,16,16C,16D,33,44,41B,41,41D,41C"
47,Drumcondra Rd,Drumcondra Rd,53.3639088889,-6.2572761111,"41C,41D,41,41B,44,33,16D,16C,16,13,11,1"
48,Drumcondra Rd,Drumcondra Rd,53.3623219444,-6.2587638889,"1,11,13,16,16C,16D,33,44,41B,41,41D,41C"
49,Dorset St,Dorset St,53.359955,-6.260865,"41D,41C,40,41,41B,40D,40B,44,33,16D,16C,16,13,11,1"
51,Dorset St,Dorset St,53.35781611,-6.263266111,"1,11,122,13,16,16C,16D,33,40B,40,40D,41B,41,41C,41D,44"
52,Dorset St,Dorset St,53.356645,-6.264533889,"44,41D,41C,41,41B,40D,40,40B,33,16D,16,16C,13,122,11,1"
53,North Circular Road,North Circular Road,53.35998611,-6.26282,122
54,North Circular Road,North Circular Road,53.36014889,-6.265556944,122
55,North Circular Road,North Circular Road,53.36041,-6.268455,122
56,Cabra Road,Cabra Road,53.36075889,-6.27645,"122,120"
57,Cabra Road,Cabra Road,53.36076694,-6.276603889,"38,38D,38B,38A"
58,Cabra Road,Cabra Road,53.36093694,-6.281186111,"38A,38B,38D,38,120,122"
59,Cabra Road,Cabra Road,53.36107611,-6.28487,"122,38,38D,38B,38A"
60,Cabra Road,Cabra Road,53.361235,-6.289248889,"38A,38B,38D,38,122"
63,Faussagh Avenue,Faussagh Avenue,53.36678806,-6.292728889,122
64,Faussagh Avenue,Faussagh Avenue,53.36708111,-6.295213056,122
65,Faussagh Avenue,Faussagh Avenue,53.36724611,-6.298033056,122
66,Faussagh Avenue,Faussagh Avenue,53.367295,-6.300863889,122
68,Ventry Drive,Ventry Drive,53.36907,-6.304223056,"120,40E"
69,Carnlough Road,Carnlough Road,53.37138306,-6.30332,"40E,120"
71,Ventry Park,Ventry Park,53.37025111,-6.304416944,"120,40E"
72,Ventry Drive,Ventry Drive,53.36896111,-6.304241111,"40E,120"
73,Faussagh Avenue,Faussagh Avenue,53.36738694,-6.300705,122
74,Faussagh Avenue,Faussagh Avenue,53.36716694,-6.295448056,122
75,Faussagh Avenue,Faussagh Avenue,53.36653694,-6.291296944,120
77,Cabra Road,Cabra Road,53.361305,-6.289556111,"122,38D,38B,38,38A"
78,Cabra Road,Cabra Road,53.36113111,-6.283971944,"38A,38,38B,38D,122"
79,Cabra Road,Cabra Road,53.36101389,-6.280786111,"122,120,38B,38D,38,38A"
80,Cabra Road,Cabra Road,53.36085389,-6.27605,"38A,38,38D,38B,120,122"
81,North Circular Road,North Circular Road,53.36087194,-6.271958889,46A
82,North Circular Road,North Circular Road,53.36078694,-6.271673056,"122,120,38A,38,38B,38D"
83,North Circular Road,North Circular Road,53.36027389,-6.26554,122
84,North Circular Road,North Circular Road,53.360155,-6.263696944,122
85,Drumcondra Rd,Drumcondra Rd,53.3739,-6.251858889,"1,13,16,33E,33,41B,41,41C,41D,44"
86,Griffith Avenue,Griffith Avenue,53.37605389,-6.251143889,13
87,Griffith Avenue,Griffith Avenue,53.376755,-6.25486,13
88,Griffith Avenue,Griffith Avenue,53.37729111,-6.257676111,13
89,Griffith Avenue,Griffith Avenue,53.37803,-6.261568056,13
90,Ballymun Road,Ballymun Road,53.38638694,-6.265251944,"13,155,4,9"
91,Ballymun Road,Ballymun Road,53.38842806,-6.265396944,"9,4,155,13"
92,Ballymun Road,Ballymun Road,53.38983722,-6.264674167,"13,155,4"
93,Ballymun Road,Ballymun Road,53.39230139,-6.264153056,"4,155,13"
94,Ballymun Road,Ballymun Road,53.39603472,-6.264376944,"13,155,4"
100,Wellington Road,Wellington Road,53.30308,-6.3223630556,"54A,150"
102,Balbutcher Lane,Balbutcher Lane,53.3977730556,-6.2677197222,13
104,Balbutcher Lane,Balbutcher Lane,53.3997561111,-6.2768130556,13
105,Balbutcher Lane,Balbutcher Lane,53.4029363889,-6.2816927778,13
107,Balbutcher Lane,Balbutcher Lane,53.4020355556,-6.2796836111,13
110,Balbutcher Lane,Balbutcher Lane,53.3979386111,-6.2686002778,13
112,Ballymun Road,Ballymun Road,53.3961544444,-6.2639511111,"13,155,4"
113,Ballymun Road,Ballymun Road,53.3922680556,-6.2637033333,"4,155,13"
114,Ballymun Road,Ballymun Road,53.3913333333,-6.2637111111,"13,155,4"
115,Ballymun Road,Ballymun Road,53.387935,-6.2650369444,"9,4,155,13"
116,Griffith Avenue,Griffith Avenue,53.3776930556,-6.2596488889,13
117,Griffith Avenue,Griffith Avenue,53.3773661111,-6.2575261111,13
118,Griffith Avenue,Griffith Avenue,53.3766388889,-6.2535680556,13
119,Drumcondra Rd,Drumcondra Rd,53.3750811111,-6.2508211111,"13,1,16,16C,16D,33,44,41,41B,41C,41D"
126,Ballymun Road,Ballymun Road,53.3990955556,-6.2640869444,"4,155"
127,Ballymun Road,Ballymun Road,53.3991075,-6.2636805556,"155,4"
129,Glasnevin Avenue,Glasnevin Avenue,53.3898902778,-6.2714230556,9
130,Glasnevin Avenue,Glasnevin Avenue,53.3900919444,-6.2741813889,9
131,Glasnevin Avenue,Glasnevin Avenue,53.3903858333,-6.2783491667,9
133,Grove Park Road,Grove Park Road,53.3907911111,-6.2862861111,"83,83A"
134,Sycamore Rd,Sycamore Rd,53.3930930556,-6.2860611111,"83A,83"
136,McKee Road,McKee Road,53.3943802778,-6.2898566667,9
137,McKee Road,McKee Road,53.3923166667,-6.2926308333,9
138,Ballygall Road West,Ballygall Road West,53.389995,-6.2918066667,"9,83A,83"
141,Glasnevin Avenue,Glasnevin Avenue,53.390445,-6.2780911111,9
142,Glasnevin Avenue,Glasnevin Avenue,53.3901983333,-6.2740716667,9
143,Glasnevin Avenue,Glasnevin Avenue,53.3898766667,-6.2692433333,9
146,Mobhi Road,Mobhi Road,53.3751619444,-6.2650438889,"9,4,155"
147,Mobhi Road,Mobhi Road,53.3724811111,-6.2658280556,"155,4,9"
148,Mobhi Road,Mobhi Road,53.3706611111,-6.2680630556,"9,4,155"
149,Mobhi Road,Mobhi Road,53.3731380556,-6.2659688889,"155,4,9"
150,Mobhi Road,Mobhi Road,53.3756569444,-6.26499,"9,4,155"
151,Botanic Rd,Botanic Rd,53.3719580556,-6.2692911111,"83A,83"
153,Glasnevin Hill,Glasnevin Hill,53.3757361111,-6.2700730556,"83,83A"
154,Old Finglas Rd,Old Finglas Rd,53.3772630556,-6.2755388889,"83A,83"
155,Old Finglas Rd,Old Finglas Rd,53.37787,-6.2795630556,"83,83A"
156,Tolka Estate,Tolka Estate,53.3786230556,-6.28166,"83,83A"
157,Glasilawn Road,Glasilawn Road,53.3804130556,-6.281625,83A
158,Griffith Road,Griffith Road,53.3813480556,-6.2836769444,83A
159,Griffith Parade,Griffith Parade,53.3827819444,-6.2828169444,83A
164,Beneavin Rd,Beneavin Rd,53.3884288889,-6.2804688889,9
165,Beneavin Rd,Beneavin Rd,53.3890288889,-6.283755,9
166,Beneavin Rd,Beneavin Rd,53.389585,-6.2862930556,9
167,Beneavin Rd,Beneavin Rd,53.3901861111,-6.2869738889,9
168,Beneavin Rd,Beneavin Rd,53.389255,-6.2844138889,9
169,Beneavin Rd,Beneavin Rd,53.3884338889,-6.2801,9
173,Glasnamana Place,Glasnamana Place,53.382125,-6.2805338889,83A
174,Tolka Estate,Tolka Estate,53.3806788889,-6.2809388889,83A
175,Tolka Estate,Tolka Estate,53.3784269444,-6.281555,"83A,83"
176,Old Finglas Rd,Old Finglas Rd,53.3780338889,-6.2792819444,"83,83A"
177,Ballygall Rd East,Ballygall Rd East,53.3804688889,-6.2762061111,83
178,Ballygall Rd East,Ballygall Rd East,53.381885,-6.2763319444,83
179,Ballygall Rd East,Ballygall Rd East,53.3802988889,-6.2759930556,83
181,Old Finglas Rd,Old Finglas Rd,53.3771480556,-6.27421,"83,83A"
182,Glasnevin Hill,Glasnevin Hill,53.375645,-6.2698819444,"83A,83"
183,Botanic Rd,Botanic Rd,53.3723169444,-6.26874,"83,83A"
184,Botanic Rd,Botanic Rd,53.369695,-6.2689711111,"83A,9,83,155,4"
185,Botanic Rd,Botanic Rd,53.3680938889,-6.2700188889,"4,155,83,9,83A"
186,Prospect Road,Prospect Road,53.36535,-6.2715819444,"83A,9,83,40B,40D,40,155,140,4"
187,Phibsboro Road,Phibsboro Road,53.3627261111,-6.2724369444,"4,140,155,40,83,9,83A"
188,Phibsboro Road,Phibsboro Road,53.3601138889,-6.2725811111,"83A,9,83,40,155,140,4"
189,Phibsboro Road,Phibsboro Road,53.3571630556,-6.2734619444,"4,140,155,40,83,9,83A"
190,Phibsboro Road,Phibsboro Road,53.3551188889,-6.2733661111,"83A,9,83,40,155,140,4"
191,Western Way,Western Way,53.35507,-6.26937,"4,140,155,9"
192,Mountjoy Street,Mountjoy Street,53.3564388889,-6.2680630556,"40,38D,46A,120,38A,38B,38"
193,Mckee Road,Mckee Road,53.3911963889,-6.2941041667,9
194,Western Way,Western Way,53.3550388889,-6.26997,"9,4,140,155"
195,Phibsboro Road,Phibsboro Road,53.355,-6.2735,"155,140,4,9,83A,83"
196,Phibsboro Road,Phibsboro Road,53.3568780556,-6.2737380556,"83,83A,9,4,140,155"
197,Phibsboro Road,Phibsboro Road,53.3589488889,-6.273225,"155,140,4,9,83A,83"
198,Phibsboro Road,Phibsboro Road,53.3616211111,-6.272835,"83,83A,9,4,140,155"
199,Phibsboro Road,Phibsboro Road,53.363615,-6.2722861111,"155,140,4,9,83A,83"
200,Prospect Way,Prospect Way,53.3674188889,-6.2715938889,"83,83A,9,4,155"
201,Botanic Rd,Botanic Rd,53.36828,-6.2701080556,"155,4,9,83A,83"
202,Botanic Rd,Botanic Rd,53.3700738889,-6.2688980556,"83,83A"
203,Swords Road,Swords Road,53.3763961111,-6.24993,"41B,41,41D,41C,44,33E,33,16,1"
204,Swords Road,Swords Road,53.3795869444,-6.2466388889,"1,16,33,33E,44,41C,41D,41,41B"
205,Swords Road,Swords Road,53.3814111111,-6.2453411111,"41B,41,41D,41C,44,33E,33,16,1"
206,Collins Ave,Collins Ave,53.3835269444,-6.2474638889,44
207,Larkhill Rd,Larkhill Rd,53.3848169444,-6.2498588889,44
208,Glendun Rd,Glendun Rd,53.386625,-6.24792,"44,16,16C"
209,Larkhill Rd,Larkhill Rd,53.38733,-6.2458661111,"16C,16,44"
210,Larkhill Rd,Larkhill Rd,53.3875269444,-6.2483180556,"44,16C,16"
211,Collins Ave,Collins Ave,53.384265,-6.24916,"16,16C,44"
212,Collins Ave,Collins Ave,53.3831788889,-6.2462661111,"44,16C,16"
213,Swords Road,Swords Road,53.3814019444,-6.2448880556,"16,16C,16D,1,33,44,41D,41C,41B,41"
214,Swords Road,Swords Road,53.3793088889,-6.2466488889,"41,41B,41C,41D,44,33,1,16D,16C,16"
215,Collins Ave,Collins Ave,53.3818669444,-6.2424330556,"16,16C"
216,Beaumont Road,Beaumont Road,53.3823288889,-6.2381761111,"16C,16,14"
217,Beaumont Road,Beaumont Road,53.3843238889,-6.23678,"14,16,16C"
218,Shantalla Road,Shantalla Road,53.3859238889,-6.2337883333,"16C,16"
219,Shantalla Road,Shantalla Road,53.3878275,-6.2385355556,"16,16C"
220,Swords Road,Swords Road,53.3879405556,-6.2449808333,"16,1,33,33E,41D,41C,41B,41"
221,Shanowen Rd,Shanowen Rd,53.3897213889,-6.2468922222,1
222,Shanliss Rd,Shanliss Rd,53.3899455556,-6.2493036111,1
223,Shanliss Rd,Shanliss Rd,53.3910622222,-6.2519191667,1
224,Shanard Road,Shanard Road,53.3908347222,-6.2541838889,1
225,Shanard Road,Shanard Road,53.3906666667,-6.2574383333,1
226,Shanard Road,Shanard Road,53.3911405556,-6.2622005556,"1,16"
227,Shanliss Rd,Shanliss Rd,53.3911438889,-6.2513444444,"16,1"
228,Shanliss Rd,Shanliss Rd,53.3918775,-6.2597194444,"1,16"
229,Shanliss Rd,Shanliss Rd,53.3913994444,-6.2565363889,"16,1"
230,Shanliss Rd,Shanliss Rd,53.3898880556,-6.2490655556,"1,16"
231,Swords Road,Swords Road,53.38924,-6.2459497222,"16,16C,16D,1,33,41,41B,41C,41D"
232,Shantalla Road,Shantalla Road,53.3879844444,-6.2369805556,"16C,16"
233,Shantalla Road,Shantalla Road,53.3858213889,-6.2335369444,"16,16C"
234,Beaumont Road,Beaumont Road,53.3849461111,-6.2348038889,"16C,16,14C,14"
235,Beaumont Road,Beaumont Road,53.3832930556,-6.2372369444,"14,14C,16,16C"
236,Beaumont Road,Beaumont Road,53.3820280556,-6.2381469444,"16C,16,14C,14"
237,Collins Ave,Collins Ave,53.3820311111,-6.24351,"16,16C"
242,Beaumont Road,Beaumont Road,53.385655,-6.2320105556,14
243,Beaumont Road,Beaumont Road,53.38578,-6.2295397222,14
244,Skelly's Lane,Skelly's Lane,53.3849983333,-6.2234986111,14
245,Skelly's Lane,Skelly's Lane,53.3844722222,-6.2195666667,14
246,Kilmore Rd,Kilmore Rd,53.3851511111,-6.2162130556,14
247,Ardlea Road,Ardlea Road,53.38697,-6.2144888889,27B
248,Maryfield Drive,Maryfield Drive,53.3855880556,-6.2144780556,"14,14C"
249,Kilmore Rd,Kilmore Rd,53.3849311111,-6.2161438889,"14C,14"
250,Skelly's Lane,Skelly's Lane,53.3844194444,-6.2202452778,"14,14C"
251,Skelly's Lane,Skelly's Lane,53.3848322222,-6.2232197222,"14C,14"
252,Skelly's Lane,Skelly's Lane,53.3855688889,-6.22795,"14,14C"
253,Beaumont Hospital,Beaumont Hospital,53.3899458333,-6.22439,27B
254,Beaumont Hospital,Beaumont Hospital,53.3902638889,-6.2240980556,"27B,14"
255,Beaumont Road,Beaumont Road,53.3855938889,-6.2315319444,"14,14C"
261,Parnell Square,Parnell Square,53.35405,-6.2628338889,"13,11,116,40,747"
262,Parnell Square,Parnell Square,53.3539469444,-6.2627230556,"16C,16D,16"
263,Parnell Square,Parnell Square,53.3537411111,-6.2624830556,"120,122,9"
264,Parnell Square,Parnell Square,53.3535280556,-6.26223,"140,155,46A"
265,Parnell Square,Parnell Square,53.3533580556,-6.26203,"44,1,38,38D,38B,38A"
270,O'Connell St,O'Connell St,53.350615,-6.260435,"13,16,16D,16C,40"
271,O'Connell St,O'Connell St,53.3485838889,-6.2595388889,"44,53,747,1,11,122"
272,O'Connell St,O'Connell St,53.35146,-6.2608011111,"123,44"
273,O'Connell St,O'Connell St,53.3472419444,-6.2587911111,"4,7,7A,120"
274,O'Connell St,O'Connell St,53.350345,-6.2606719444,"123,140,38A,38B,38D,38"
276,River Road,River Road,53.3774,-6.3317911111,120
277,O'Connell St,O'Connell St,53.35081,-6.26052,"33,41B,41,41D,41C,9"
278,O'Connell St,O'Connell St,53.3516280556,-6.2612369444,"44,46A,46E,11,1,16C,16"
279,O'Connell St,O'Connell St,53.3501269444,-6.2605819444,"120,122,40"
281,O'Connell St,O'Connell St,53.3513488889,-6.2611111111,"4,7A,7D,7B,7,116,13,155,9"
284,Rathbourne Avenue,Rathbourne Avenue,53.3772838889,-6.3283611111,120
286,Cathal Brugha St,Cathal Brugha St,53.3519980556,-6.2605311111,53
288,Abbey St,Abbey St,53.3491288889,-6.255625,"41,41B,41C,41D"
289,Abbey St,Abbey St,53.34899,-6.2562730556,"31A,31B,32,29A,31"
291,Abbey St,Abbey St,53.3489438889,-6.2565888889,29A
292,Abbey St,Abbey St,53.3491880556,-6.2552538889,"33,33E"
297,Eden Quay,Eden Quay,53.3481161111,-6.2567688889,"32X,14,151,14C,41X"
298,Eden Quay,Eden Quay,53.3481769444,-6.2563711111,27
299,Eden Quay,Eden Quay,53.348225,-6.2560138889,15
300,Eden Quay,Eden Quay,53.3482688889,-6.2557630556,"27B,27A"
301,Eden Quay,Eden Quay,53.3480761111,-6.2565769444,"151,14C,15,14,142"
302,Eden Quay,Eden Quay,53.3481088889,-6.2562788889,"151,27X,27,33D,33X,61"
303,Eden Quay,Eden Quay,53.348175,-6.2560538889,"61,27B,118,84X"
307,O'Donovan Rd,O'Donovan Rd,53.3345811111,-6.2800719444,150
308,Oscar Square,Oscar Square,53.3367688889,-6.2795180556,150
309,Ardee St,Ardee St,53.3378469444,-6.2789019444,150
312,Wellington Quay,Wellington Quay,53.34547,-6.2661919444,"25,25A,25B,25D,25X,26,66,66A,67X,66B,66E,66X,67"
315,Bachelors Walk,Bachelors Walk,53.3469938889,-6.2618161111,"67,66X,66E,66B,67X,70,83A,83,66A,66,51X,51D,26,25X,25D,25B,25A,37,39,39A,25,151,145"
317,Westmoreland Street,Westmoreland Street,53.3462419444,-6.2590738889,"26,66,66A,84X,66B,66E,67"
318,Westmoreland Street,Westmoreland Street,53.3463011111,-6.2590788889,"66X,67X,25X"
319,Westmoreland Street,Westmoreland Street,53.3459669444,-6.2592769444,"155,1,140,13,83A,83,44,40,9"
320,Westmoreland Street,Westmoreland Street,53.3456469444,-6.259275,"46E,46A,7B,7D,11,116,16C,16"
322,Ballymun Road,Ballymun Road,53.4042511111,-6.2653461111,"155,13,4"
323,Ballymun Road,Ballymun Road,53.41292,-6.2654369444,"4,13"
324,Harristown,Harristown,53.4177211111,-6.2786261111,"13,27B,4,83,83A"
325,Aston Quay,Aston Quay,53.3467319444,-6.259905,145
326,Aston Quay,Aston Quay,53.3465761111,-6.2604638889,"79A,79"
327,Ballymun Road,Ballymun Road,53.4131930556,-6.2653361111,"4,13"
328,Aston Quay,Aston Quay,53.3464230556,-6.2610611111,"39A,39"
329,Aston Quay,Aston Quay,53.3463138889,-6.2616830556,"37,70"
332,Harristown,Harristown,53.4173530556,-6.27853,"83A,83,4,27B,13"
333,D'Olier Street,D'Olier Street,53.3466669444,-6.258325,"32X,33X,33D,41X"
334,D'Olier Street,D'Olier Street,53.346555,-6.2581561111,"46A,7D,7B,155,140,145,118"
335,D'Olier Street,D'Olier Street,53.3463638889,-6.2578861111,"123,13,39,39A,40"
336,D'Olier Street,D'Olier Street,53.3462469444,-6.2577030556,"44,51D,51X,61,83,83A,67X,66X,25X,142,14,14C,16,16D,9"
340,Townsend St,Townsend St,53.34597,-6.25614,"15B,15A,15D,1,77A,61,56A,47,44"
342,Pearse Street,Pearse Street,53.34556,-6.2567938889,"54A,49,84X"
345,Pearse Street,Pearse Street,53.345485,-6.2562661111,"7B,7D,66X,67X,46E,46A,41X,11,118,116,145,25X,32X"
346,Pearse Street,Pearse Street,53.3455380556,-6.2565761111,"26,66,66A,66E,66B,67"
350,Townsend Street,Townsend Street,53.3456469444,-6.24977,"77A,77X,61,56A,47,44,1,15D,15A,15B"
351,Pearse Street,Pearse Street,53.3433938889,-6.2453130556,"15B,15A,15D,1,47,56A,77A"
352,Pearse Street,Pearse Street,53.3429738889,-6.2424261111,"77A,56A,47,1,15D,15A,15B"
353,Pearse Street,Pearse Street,53.342615,-6.2396138889,"15B,15A,15D,1,47,56A,77A"
354,Ringsend Road,Ringsend Road,53.34222,-6.2364530556,"77A,56A,47,1,15D,15A,15B"
355,Ringsend Road,Ringsend Road,53.341795,-6.2330388889,"1,47"
356,Bridge Street,Bridge Street,53.3419030556,-6.2267219444,"47,1"
357,Irishtown Rd,Irishtown Rd,53.3391669444,-6.2231030556,"1,47"
371,Irishtown Rd,Irishtown Rd,53.3386330556,-6.223025,"47,1"
372,Sandymount Rd,Sandymount Rd,53.3354830556,-6.2196738889,"1,47"
373,Sandymount Rd,Sandymount Rd,53.3342569444,-6.2179069444,"47,1"
374,Sandymount Rd,Sandymount Rd,53.3331780556,-6.2163630556,"1,47"
375,Seafort Ave,Seafort Ave,53.3340611111,-6.2143844444,"47,1"
376,Strand Road,Strand Road,53.3307130556,-6.2092661111,"1,47"
377,Strand Road,Strand Road,53.3287430556,-6.2088238889,"47,1"
378,Strand Road,Strand Road,53.3256438889,-6.207305,"1,47"
380,St. John's Road,St. John's Road,53.324685,-6.2092130556,"47,1"
381,Park Avenue,Park Avenue,53.324195,-6.2122969444,"1,47"
382,St. John's Road,St. John's Road,53.3250930556,-6.20763,"47,1"
383,Strand Road,Strand Road,53.3286038889,-6.20894,"1,47"
384,Strand Road,Strand Road,53.3316088889,-6.2101719444,"47,1"
385,Newgrove Ave,Newgrove Ave,53.3323511111,-6.2112277778,"1,47"
387,Sandymount Rd,Sandymount Rd,53.3325430556,-6.2157730556,"47,1"
388,Sandymount Rd,Sandymount Rd,53.3345219444,-6.2184761111,"1,47"
389,Sandymount Rd,Sandymount Rd,53.3352969444,-6.2195838889,"47,1"
390,Tritonville Road,Tritonville Road,53.3375711111,-6.222285,"1,47"
391,Irishtown Rd,Irishtown Rd,53.3401080556,-6.2239169444,"47,1"
392,Bridge Street,Bridge Street,53.3417461111,-6.2274269444,"1,47"
393,Tritonville Road,Tritonville Road,53.3368738889,-6.2223311111,"47,1"
395,Ringsend Road,Ringsend Road,53.3419569444,-6.2354219444,"1,15B,15A,15D,27,47,56A,77A"
396,Pearse Street,Pearse Street,53.3424661111,-6.2397130556,"77A,56A,47,27,15D,15A,15B,1"
397,Pearse Street,Pearse Street,53.3427811111,-6.2420669444,"1,15B,15A,15D,27,47,56A,77A"
398,Pearse Street,Pearse Street,53.3432980556,-6.2455319444,"77A,56A,47,27,15D,15A,15B,1"
399,Pearse Street,Pearse Street,53.3438519444,-6.2482580556,"1,15B,15A,15D,27,47,56A,77A"
400,Pearse Street,Pearse Street,53.3448269444,-6.25323,"77A,67,7,66A,66E,66B,7A,56A,61,66,47,44,27,26,25D,4,15D,15A,15B,25A,25,25B,1,120"
404,Nassau Street,Nassau Street,53.3426480556,-6.2564030556,"11,39A,39,38D,38B,38A,37,38,51X,51D,70"
405,Nassau Street,Nassau Street,53.3424769444,-6.2555961111,"7,7A,4,27X,120"
406,Nassau Street,Nassau Street,53.3425811111,-6.2560930556,"145,25B,25,25A,155,25D,26,25X,7D,7B,67,67X,66B,66E,66X,46A,66,66A"
407,Custom House Quay,Custom House Quay,53.3483330556,-6.2538530556,"41X,33X,33D,151,15B,15A,142"
408,Merrion Sq,Merrion Sq,53.3409669444,-6.2500138889,"120,4,27X,7,7A"
409,Merrion Sq,Merrion Sq,53.3401361111,-6.2476561111,"7A,7,27X,4,120"
410,Mount St,Mount St,53.338815,-6.2438780556,"120,4,7,7A"
411,Mount St,Mount St,53.3381130556,-6.2417588889,"7A,7,4,27X,120"
412,Northumberland Rd,Northumberland Rd,53.3352530556,-6.2372569444,"120,4,7,7A"
413,Northumberland Rd,Northumberland Rd,53.3340911111,-6.2364419444,"7A,7,4,120"
414,Pembroke Road,Pembroke Road,53.3315738889,-6.2344733333,"120,4,27X,7,7A"
415,Pembroke Road,Pembroke Road,53.3303377778,-6.2329477778,"7A,7,4,120"
416,Ballsbridge,Ballsbridge,53.32864,-6.2293694444,"4,27X,7,7A"
417,Merrion Road,Merrion Road,53.3276997222,-6.2259705556,"7A,7D,7,27X,4"
418,Merrion Road,Merrion Road,53.3257111111,-6.2233869444,"4,27X,7,7A"
419,Merrion Road,Merrion Road,53.32399,-6.2204338889,"7A,7,27X,4"
420,Merrion Road,Merrion Road,53.3219038889,-6.2174861111,"4,27X,7,7A"
421,Merrion Road,Merrion Road,53.3199961111,-6.2144819444,"7A,7,4"
422,Merrion Road,Merrion Road,53.31806,-6.2103130556,"4,7,7A,84A"
423,Merrion Road,Merrion Road,53.317145,-6.2073930556,"84A,7A,7,4"
424,Merrion Road,Merrion Road,53.31539,-6.2037119444,"4,7,7A,84A"
425,Merrion Road,Merrion Road,53.312495,-6.2014680556,"84A,7A,7,4"
426,Rock Road,Rock Road,53.3109638889,-6.1998238889,"4,7,7A,84A"
427,Rock Road,Rock Road,53.3082669444,-6.1950130556,"84A,7A,7,4"
428,Rock Road,Rock Road,53.3069038889,-6.1907080556,"4,7,7A"
429,Rock Road,Rock Road,53.3047088889,-6.18713,"7A,84A,7,4"
435,Stillorgan Road,Stillorgan Road,53.2959888889,-6.2037430556,"116,155,145,7D,7B,46A,47"
441,Kilmacud Rd,Kilmacud Rd,53.2889461111,-6.2150361111,11
442,Kilmacud Rd,Kilmacud Rd,53.2892069444,-6.2119980556,11
443,Kilmacud Rd,Kilmacud Rd,53.2891319444,-6.2090269444,11
444,Kilmacud Rd,Kilmacud Rd,53.2881363889,-6.2075405556,"11,116,47"
445,Kilmacud Rd,Kilmacud Rd,53.2856886111,-6.2085280556,"47,116,11"
447,Kilmacud Rd,Kilmacud Rd,53.2802180556,-6.2105563889,"11,116,47"
