stopid,shortname,fullname,latitude,longitude,buses
2440,Kimmage Rd,Kimmage Rd,53.3163938889,-6.2943130556,"9,54A"
2441,Kimmage Rd,Kimmage Rd,53.31906,-6.2911569444,"54A,9"
2442,Kimmage Rd,Kimmage Rd,53.3204480556,-6.2860161111,"9,54A"
2443,Kimmage Rd,Kimmage Rd,53.32189,-6.2836411111,"54A,9"
2444,Kimmage Rd,Kimmage Rd,53.324295,-6.2796580556,"9,54A"
2445,St. James's Road,St. James's Road,53.3081161111,-6.3397761111,9
2446,St. James's Road,St. James's Road,53.3083461111,-6.3401061111,9
2447,Tymon Park Rd,Tymon Park Rd,53.292985,-6.3426638889,77A
2448,Cashel Road,Cashel Road,53.3193091667,-6.3041477778,"83A,83"
2450,Armagh Road,Armagh Road,53.3202311111,-6.3076688889,"83,83A"
2452,St. Peter's Road,St. Peter's Road,53.316145,-6.3320130556,9
2453,St. Peter's Road,St. Peter's Road,53.3148230556,-6.3305111111,9
2454,St. James's Road,St. James's Road,53.3126388889,-6.3319930556,9
2455,St. James's Road,St. James's Road,53.31164,-6.3372188889,9
2456,St. James's Road,St. James's Road,53.3100269444,-6.339655,9
2457,St. James's Road,St. James's Road,53.3072761111,-6.3370788889,9
2458,St. James's Road,St. James's Road,53.307185,-6.3371661111,9
2459,St. James's Road,St. James's Road,53.3103580556,-6.3394511111,9
2460,St. James's Road,St. James's Road,53.3121869444,-6.33655,9
2461,St. James's Road,St. James's Road,53.31274,-6.332625,9
2462,St. James's Road,St. James's Road,53.3138911111,-6.330135,9
2463,St. Peter's Road,St. Peter's Road,53.3153,-6.3311719444,9
2465,Armagh Road,Armagh Road,53.3199883333,-6.3089391667,"83A,83"
2466,Armagh Road,Armagh Road,53.3206541667,-6.3064511111,"83,83A"
2467,Cashel Road,Cashel Road,53.3192341667,-6.3039255556,"83A,83"
2468,Blanchardstown Rd,Blanchardstown Rd,53.4043602778,-6.373065,"38A,38"
2471,Larkfield Pk,Larkfield Pk,53.3186816667,-6.2891475,"83,83A"
2472,Clareville Road,Clareville Road,53.3176777778,-6.2856002778,"83A,83"
2473,Clareville Road,Clareville Road,53.3178886111,-6.2833852778,"83,83A"
2474,Clareville Road,Clareville Road,53.3187561111,-6.2818194444,"83A,83"
2475,Kenilworth Park,Kenilworth Park,53.3188658333,-6.2800888889,"83,83A"
2476,Kenilworth Square,Kenilworth Square,53.3190438889,-6.27747,"83A,83"
2477,Kenilworth Road,Kenilworth Road,53.3198780556,-6.2742391667,"83,83A"
2478,Grosvenor Road,Grosvenor Road,53.3205775,-6.2697977778,"83A,83"
2479,Grosvenor Road,Grosvenor Road,53.3202338889,-6.2702769444,"83,83A"
2480,Kenilworth Road,Kenilworth Road,53.3197444444,-6.2743344444,"83A,83"
2481,Kenilworth Square,Kenilworth Square,53.3187380556,-6.2780827778,"83,83A"
2482,Clareville Road,Clareville Road,53.3189205556,-6.2813925,"83A,83"
2483,Clareville Road,Clareville Road,53.3175980556,-6.2844177778,"83,83A"
2484,Larkfield Pk,Larkfield Pk,53.3185469444,-6.2891527778,"83A,83"
2485,Sundrive Road,Sundrive Road,53.3197916667,-6.2913397222,"83,83A"
2486,Sundrive Road,Sundrive Road,53.3210752778,-6.2931197222,"83A,83"
2487,Stannaway Rd,Stannaway Rd,53.3218163889,-6.2952816667,"83,83A"
2488,Stannaway Rd,Stannaway Rd,53.3203555556,-6.2987175,"83A,83"
2489,Stannaway Rd,Stannaway Rd,53.3194152778,-6.3008563889,"83,83A"
2490,Captain's Road,Captain's Road,53.3195388889,-6.3094561111,"83A,83"
2491,Captain's Road,Captain's Road,53.3180261111,-6.3081969444,"83,83A"
2492,Stannaway Ave,Stannaway Ave,53.3162988889,-6.3078680556,"83A,83"
2493,Captain's Road,Captain's Road,53.3183211111,-6.3086269444,"83,83A"
2494,Stannaway Rd,Stannaway Rd,53.3196966667,-6.3004247222,"83A,83"
2495,Stannaway Rd,Stannaway Rd,53.32122,-6.2969416667,"83,83A"
2496,Sundrive Road,Sundrive Road,53.3219677778,-6.2939247222,"83A,83"
2497,Sundrive Road,Sundrive Road,53.32033,-6.2919036111,"83,83A"
2498,Custom House Quay,Custom House Quay,53.3482430556,-6.250095,"41X,33X,33D,15A,151,15B,142"
2499,Custom House Quay,Custom House Quay,53.3480638889,-6.247145,"142,15B,151,15A,33D,33X,41X,747"
2500,North Wall Quay,North Wall Quay,53.347755,-6.242365,"41X,33X,33D,151,142"
2501,North Wall Quay,North Wall Quay,53.3473730556,-6.2363419444,"142,151,33D,33X,41X"
2508,East Wall Rd,East Wall Rd,53.3528588889,-6.2258019444,"53,151"
2510,Ballycoolin Rd,Ballycoolin Rd,53.4021883333,-6.3555819444,40D
2515,Firhouse Rd,Firhouse Rd,53.2913444444,-6.3128161111,49
2516,Firhouse Rd,Firhouse Rd,53.2902233333,-6.3155302778,"49,65B"
2517,Firhouse Rd,Firhouse Rd,53.289215,-6.3186,"65B,49"
2518,Firhouse Rd,Firhouse Rd,53.2885325,-6.3243866667,"49,65B"
2522,Firhouse Rd,Firhouse Rd,53.2814222222,-6.3423461111,49
2523,Firhouse Rd,Firhouse Rd,53.2771069444,-6.3487513889,49
2524,Firhouse Rd,Firhouse Rd,53.2783736111,-6.3467680556,49
2532,Old Bawn Rd,Old Bawn Rd,53.2756036111,-6.3544325,"49,65B"
2535,Old Bawn Rd,Old Bawn Rd,53.2810133333,-6.3589186111,77A
2536,Old Bawn Rd,Old Bawn Rd,53.2829547222,-6.3595791667,77A
2538,Old Bawn Rd,Old Bawn Rd,53.2815344444,-6.3589136111,77A
2539,Old Bawn Rd,Old Bawn Rd,53.2765355556,-6.3561811111,"65B,49"
2540,Old Bawn Rd,Old Bawn Rd,53.2755316667,-6.3537755556,"49,65B"
2542,Firhouse Rd,Firhouse Rd,53.2767930556,-6.3500980556,49
2547,Firhouse Rd,Firhouse Rd,53.2891047222,-6.3235391667,"49,65B"
2548,Firhouse Rd,Firhouse Rd,53.2895027778,-6.3179736111,"65B,49"
2550,Tallaght Road,Tallaght Road,53.2947930556,-6.31498,"65B,65"
2551,Tallaght Road,Tallaght Road,53.2930688889,-6.3215661111,"65,54A"
2553,Tallaght Road,Tallaght Road,53.28968,-6.3337880556,"54A,65"
2554,Tallaght Road,Tallaght Road,53.2890361111,-6.3394738889,"65,54A,77A,77X"
2555,Blessington Rd,Blessington Rd,53.2887119444,-6.3495330556,"54A,65"
2556,Blessington Rd,Blessington Rd,53.2881611111,-6.3555080556,"65,54A"
2557,Tallaght Village,Tallaght Village,53.2885063889,-6.3632811111,"54A,65,77A,27"
2558,Killinarden,Killinarden,53.280245,-6.38392,"77A,54A"
2559,Killinarden,Killinarden,53.2763588889,-6.3789438889,"65B,77A"
2560,Killinarden,Killinarden,53.2738988889,-6.3797711111,"77A,65B"
2561,Killinarden,Killinarden,53.272765,-6.38431,"65B,77A"
2562,Killinarden,Killinarden,53.2731811111,-6.387915,"77A,65B"
2564,Killinarden,Killinarden,53.2737638889,-6.3916311111,"65B,77A"
2566,Killinarden,Killinarden,53.2777469444,-6.3949330556,"77A,77X,65B"
2567,Killinarden,Killinarden,53.2757888889,-6.3946461111,"65B,77X,77A"
2568,Killinarden,Killinarden,53.2737188889,-6.390525,"77A,77X,65B"
2569,Killinarden,Killinarden,53.2730838889,-6.3863738889,"65B,77X,77A"
2570,Killinarden,Killinarden,53.2761638889,-6.3790669444,"77A,77X,65B"
2571,Killinarden,Killinarden,53.2805338889,-6.3841219444,"54A,77A"
2573,Blessington Rd,Blessington Rd,53.2742730556,-6.40683,"77A,65B,65"
2574,Blessington Rd,Blessington Rd,53.2745561111,-6.4107269444,"65,65B,77A"
2575,Citywest Rd,Citywest Rd,53.2771711111,-6.4187969444,"77A,65B"
2577,Blessington Rd,Blessington Rd,53.2717288889,-6.4325669444,65
2578,Blessington Rd,Blessington Rd,53.2697911111,-6.4351738889,65
2579,Blessington Rd,Blessington Rd,53.267415,-6.4383530556,65
2583,Blessington Rd,Blessington Rd,53.255185,-6.4494119444,65
2584,Blessington Rd,Blessington Rd,53.257695,-6.4481030556,65
2585,Blessington Rd,Blessington Rd,53.264625,-6.44238,65
2586,Blessington Rd,Blessington Rd,53.2674688889,-6.4384330556,65
2587,Blessington Rd,Blessington Rd,53.2702761111,-6.4346938889,65
2588,Blessington Rd,Blessington Rd,53.2717238889,-6.4327719444,65
2589,Blessington Rd,Blessington Rd,53.2739888889,-6.4261,65
2590,Blessington Rd,Blessington Rd,53.2751419444,-6.4154811111,"65,65B,77A,77X"
2591,Blessington Rd,Blessington Rd,53.2746088889,-6.4104411111,"77X,77A,65B,65"
2592,Blessington Rd,Blessington Rd,53.2742988889,-6.4062530556,"65,65B,77A,77X"
2594,Blessington Rd,Blessington Rd,53.2882111111,-6.3564088889,"65,54A"
2595,Blessington Rd,Blessington Rd,53.28894,-6.3490638889,"54A,65"
2596,Tallaght Road,Tallaght Road,53.2897730556,-6.3407669444,"65,54A,77A"
2597,Tallaght Road,Tallaght Road,53.2894461111,-6.335305,"54A,65"
2599,Tallaght Road,Tallaght Road,53.2933888889,-6.3213888889,"65,54A"
2600,Tallaght Road,Tallaght Road,53.2957561111,-6.3133088889,"65,65B"
2601,Greenhills Rd,Greenhills Rd,53.2974311111,-6.354225,27
2602,Avonmore Road,Avonmore Road,53.28429,-6.3440211111,77A
2603,Greenhills Rd,Greenhills Rd,53.2892661111,-6.3575911111,27
2604,Old Bawn Rd,Old Bawn Rd,53.286815,-6.3618461111,77A
2605,Old Bawn Rd,Old Bawn Rd,53.2840561111,-6.3599119444,77A
2606,Seskin View Rd,Seskin View Rd,53.2806830556,-6.3561080556,"77A,77X"
2607,Seskin View Rd,Seskin View Rd,53.2816138889,-6.3502830556,"77X,77A"
2608,Avonmore Road,Avonmore Road,53.2827169444,-6.3477119444,"77A,77X"
2609,Avonmore Road,Avonmore Road,53.2847788889,-6.3430980556,"77X,77A"
2610,Avonmore Road,Avonmore Road,53.2874519444,-6.340975,"77A,77X"
2611,Avonmore Road,Avonmore Road,53.2869069444,-6.3406238889,77A
2613,Avonmore Road,Avonmore Road,53.2824980556,-6.3478469444,77A
2614,Seskin View Rd,Seskin View Rd,53.28142,-6.3506461111,77A
2615,Seskin Vw Rd,Seskin Vw Rd,53.2806730556,-6.3551238889,77A
2616,Old Bawn Rd,Old Bawn Rd,53.2846411111,-6.3606394444,77A
2617,Tallaght Village,Tallaght Village,53.2867102778,-6.362075,77A
2621,Cookstown Rd,Cookstown Rd,53.2821327778,-6.389605,"56A,27"
2622,Cookstown Rd,Cookstown Rd,53.2838,-6.392585,"27,56A"
2623,Cheeverstown Rd,Cheeverstown Rd,53.2855230556,-6.3949019444,27
2624,Cheeverstown Rd,Cheeverstown Rd,53.288815,-6.4003380556,27
2626,Fortunestown Way,Fortunestown Way,53.2859130556,-6.407315,27
2628,Brookfield Rd,Brookfield Rd,53.2888669444,-6.404085,"27,49"
2629,Cheeverstown Rd,Cheeverstown Rd,53.288195,-6.3986161111,"49,27"
2631,Cheeverstown Rd,Cheeverstown Rd,53.2821961111,-6.3889727778,"27,49,56A"
2632,Greenhills Rd,Greenhills Rd,53.289115,-6.3577269444,27
2633,Greenhills Rd,Greenhills Rd,53.2940880556,-6.3556619444,27
2634,Clanbrassil St,Clanbrassil St,53.3329038889,-6.2753688889,"49,54A"
2635,Clanbrassil St,Clanbrassil St,53.3342380556,-6.2749169444,"54A,49"
2636,New Street South,New Street South,53.33658,-6.2731669444,"49,54A"
2637,St. John's Road,St. John's Road,53.3458861111,-6.2938380556,"51D,69X,66X,67X,79,79A,25X,25D,25B,25A"
2638,St. John's Road,St. John's Road,53.3457011111,-6.2969738889,"79A,79,51D"
2640,Inchicore Road,Inchicore Road,53.3420880556,-6.3099969444,"79,69"
2641,Inchicore Road,Inchicore Road,53.3419669444,-6.3153888889,"69,79"
2642,Grattan Crescent,Grattan Crescent,53.341185,-6.3197230556,"69,51X,40"
2643,Sarsfield Rd,Sarsfield Rd,53.3415269444,-6.32097,"40,79"
2644,Sarsfield Rd,Sarsfield Rd,53.3419869444,-6.3273611111,"79,79A,40"
2645,Lally Rd,Lally Rd,53.3416919444,-6.3307511111,"79A,79"
2646,Decies Road,Decies Road,53.3414969444,-6.3336538889,"79,79A"
2647,Decies Road,Decies Road,53.3406488889,-6.338,"79A,79"
2648,Decies Road,Decies Road,53.33972,-6.3426480556,"79,79A"
2649,Decies Road,Decies Road,53.3391111111,-6.3457869444,"79A,79"
2650,Landen Road,Landen Road,53.3377638889,-6.3466738889,"79,79A"
2652,Kylemore Rd,Kylemore Rd,53.3388458333,-6.3481088889,"79A,79"
2653,Kylemore Rd,Kylemore Rd,53.3402347222,-6.3484455556,"79,79A"
2654,Kylemore Rd,Kylemore Rd,53.3412986111,-6.34869,"79A,79"
2655,Ballyfermot Rd,Ballyfermot Rd,53.3421380556,-6.3528475,"79,79A,40"
2656,Ballyfermot Rd,Ballyfermot Rd,53.3426236111,-6.3587161111,"40,79A,79"
2657,Clifden Road,Clifden Road,53.3413130556,-6.3617469444,"79,79A"
2658,Clifden Road,Clifden Road,53.3391619444,-6.3612661111,"79A,79"
2659,Clifden Road,Clifden Road,53.3370261111,-6.3604661111,"79,79A"
2660,Cherry Orchard Ave,Cherry Orchard Ave,53.3357788889,-6.3606888889,"79A,79"
2661,Cherry Orchard Ave,Cherry Orchard Ave,53.3354838889,-6.3651738889,"79,79A"
2662,Cherry Orchard Ave,Cherry Orchard Ave,53.3367911111,-6.3700838889,"79A,79"
2663,Cherry Orchard Ave,Cherry Orchard Ave,53.3369138889,-6.3703538889,"79,79A"
2664,Cherry Orchard Ave,Cherry Orchard Ave,53.3355988889,-6.36505,"79A,79"
2665,Cherry Orchard Ave,Cherry Orchard Ave,53.3358819444,-6.3605161111,"79,79A"
2666,Raheen Park,Raheen Park,53.3377938889,-6.36082,"79A,79"
2667,Clifden Road,Clifden Road,53.3406988889,-6.3617969444,"79,79A"
2668,Ballyfermot Rd,Ballyfermot Rd,53.3429827778,-6.3632830556,40
2669,Fortunestown Way,Fortunestown Way,53.2850061111,-6.406115,27
2670,Spiddal Road,Spiddal Road,53.3403880556,-6.36754,79
2672,Ballyfermot Rd,Ballyfermot Rd,53.3433588889,-6.3677741667,40
2673,Ballyfermot Rd,Ballyfermot Rd,53.3437794444,-6.3728944444,40
2674,Coldcut Rd,Coldcut Rd,53.3475569444,-6.3891938889,40
2675,Coldcut Rd,Coldcut Rd,53.3477888889,-6.3955275,40
2676,Lucan,Lucan,53.3366269444,-6.4046919444,40
2678,Fonthill Rd,Fonthill Rd,53.3435038889,-6.4071025,"40,51D"
2679,Fonthill Rd,Fonthill Rd,53.34147,-6.407745,"51D,40"
2680,Fonthill Rd,Fonthill Rd,53.3387661111,-6.4079819444,"40,51D"
2681,Fonthill Rd,Fonthill Rd,53.341745,-6.4079791667,"51D,40"
2682,Fonthill Rd,Fonthill Rd,53.3455922222,-6.4066644444,40
2685,Coldcut Rd,Coldcut Rd,53.347955,-6.3958516667,40
2686,Coldcut Rd,Coldcut Rd,53.3476522222,-6.3887136111,"40,26"
2687,Ballyfermot Rd,Ballyfermot Rd,53.3439611111,-6.3730377778,40
2688,Ballyfermot Rd,Ballyfermot Rd,53.3434636111,-6.3681908333,40
2689,Ballyfermot Rd,Ballyfermot Rd,53.3431061111,-6.3637438889,40
2696,Ballyfermot Rd,Ballyfermot Rd,53.3426875,-6.3588038889,"40,79,79A"
2697,Ballyfermot Rd,Ballyfermot Rd,53.3422775,-6.3531725,"79A,79,40"
2700,Kylemore Rd,Kylemore Rd,53.3412966667,-6.3485397222,"79,79A"
2701,Kylemore Rd,Kylemore Rd,53.3401697222,-6.3482980556,"79A,79"
2702,Kylemore Rd,Kylemore Rd,53.3381033333,-6.3477022222,"79,79A"
2703,Thomond Road,Thomond Road,53.3382888889,-6.3465161111,"79A,79"
2704,Decies Road,Decies Road,53.3392419444,-6.3453388889,"79,79A"
2706,Decies Road,Decies Road,53.340035,-6.3416838889,"79A,79"
2708,Decies Road,Decies Road,53.3418338889,-6.3328411111,"79,79A"
2709,Sarsfield Rd,Sarsfield Rd,53.3429888889,-6.3334630556,40
2710,Ballyfermot Rd,Ballyfermot Rd,53.3421169444,-6.3394961111,40
2711,Ballyfermot Rd,Ballyfermot Rd,53.3417861111,-6.3415130556,40
2712,Ballyfermot Rd,Ballyfermot Rd,53.3424561111,-6.3455530556,40
2713,Ballyfermot Rd,Ballyfermot Rd,53.3424769444,-6.3470561111,40
2714,Ballyfermot Rd,Ballyfermot Rd,53.3419080556,-6.341855,40
2715,Ballyfermot Rd,Ballyfermot Rd,53.3425519444,-6.33859,40
2716,Ballyfermot Rd,Ballyfermot Rd,53.3428419444,-6.33223,40
2717,West Road,West Road,53.3572338889,-6.2374530556,53
2718,Sarsfield Rd,Sarsfield Rd,53.34228,-6.3276538889,"40,79A,79"
2719,Sarsfield Rd,Sarsfield Rd,53.3416480556,-6.3200988889,"79,40"
2720,Church Road,Church Road,53.3520519444,-6.2330930556,53
2721,Con Colbert Rd,Con Colbert Rd,53.3432730556,-6.3104880556,"51D,79A,67X,66X,25D,25X,25A,25B"
2722,Con Colbert Rd,Con Colbert Rd,53.3434388889,-6.31138,"25B,25A,25X,25D,66X,67X,69,79A,79,51D"
2725,Ballymount Rd,Ballymount Rd,53.3108269444,-6.354455,56A
2726,Long Mile Rd,Long Mile Rd,53.3238144444,-6.3304202778,"56A,151"
2727,Long Mile Rd,Long Mile Rd,53.3237588889,-6.3328841667,"151,56A"
2728,Walkinstown Ave,Walkinstown Ave,53.3213630556,-6.3394719444,56A
2729,Walkinstown Ave,Walkinstown Ave,53.3191038889,-6.3359638889,56A
2730,Walkinstown Ave,Walkinstown Ave,53.317935,-6.3342069444,56A
2733,Ballymount Rd,Ballymount Rd,53.3164630556,-6.3426811111,56A
2734,Ballymount Rd,Ballymount Rd,53.3163830556,-6.3455219444,56A
2735,Ballymount Rd,Ballymount Rd,53.3137761111,-6.356875,56A
2736,Ballymount Rd,Ballymount Rd,53.3123661111,-6.3575969444,56A
2737,Sylvan Drive,Sylvan Drive,53.304975,-6.3658969444,56A
2738,Sylvan Drive,Sylvan Drive,53.3063680556,-6.3671711111,56A
2739,Ballymount Rd,Ballymount Rd,53.3072380556,-6.3700288889,56A
2740,Ballymount Rd,Ballymount Rd,53.304075,-6.3769761111,56A
2741,Cookstown Rd,Cookstown Rd,53.3022488889,-6.3785319444,56A
2742,Cookstown Rd,Cookstown Rd,53.30005,-6.3828038889,56A
2743,Cookstown Rd,Cookstown Rd,53.2983388889,-6.3862911111,56A
2745,Cookstown Rd,Cookstown Rd,53.2936211111,-6.3882080556,56A
2746,Cookstown Rd,Cookstown Rd,53.2913388889,-6.38744,56A
2747,Cookstown Rd,Cookstown Rd,53.2892588889,-6.3877080556,56A
2748,Cookstown Rd,Cookstown Rd,53.2860830556,-6.3893588889,56A
2750,Cookstown Rd,Cookstown Rd,53.28655,-6.3895069444,56A
2751,Cookstown Rd,Cookstown Rd,53.2889069444,-6.3879538889,56A
2752,Cookstown Rd,Cookstown Rd,53.2909680556,-6.387775,56A
2753,Cookstown Rd,Cookstown Rd,53.29389,-6.3884738889,56A
2754,Cookstown Rd,Cookstown Rd,53.2979880556,-6.38699,56A
2755,Cookstown Rd,Cookstown Rd,53.3000411111,-6.3832330556,56A
2756,Cookstown Rd,Cookstown Rd,53.3023361111,-6.3786038889,56A
2764,Ballymount Rd,Ballymount Rd,53.3043661111,-6.37667,56A
2765,Sylvan Drive,Sylvan Drive,53.3070588889,-6.3684261111,56A
2766,Ballymount Rd,Ballymount Rd,53.3045530556,-6.3656761111,56A
2767,Ballymount Rd,Ballymount Rd,53.3106469444,-6.3541069444,56A
2768,Ballymount Rd,Ballymount Rd,53.3137811111,-6.3571380556,56A
2769,Ballymount Rd,Ballymount Rd,53.3149111111,-6.3531019444,56A
2770,Ballymount Rd,Ballymount Rd,53.31654,-6.345795,56A
2771,Ballymount Rd,Ballymount Rd,53.3165311111,-6.342525,56A
2772,Ballymount Rd,Ballymount Rd,53.3123238889,-6.35778,56A
2773,Ballymount Rd,Ballymount Rd,53.3172161111,-6.3371830556,56A
2774,Walkinstown Ave,Walkinstown Ave,53.3182538889,-6.3349719444,56A
2775,Walkinstown Ave,Walkinstown Ave,53.3227719444,-6.3410911111,56A
2777,Walkinstown Ave,Walkinstown Ave,53.3191630556,-6.3363538889,56A
2778,Long Mile Rd,Long Mile Rd,53.3240244444,-6.3319433333,"56A,151"
2795,Leeson St,Leeson St,53.32852,-6.2462530556,"155,145,116,46A,41X,7D,7B"
2804,Strand Road,Strand Road,53.3323238889,-6.2105011111,"47,1"
2809,Westland Row,Westland Row,53.34303,-6.249845,"120,142,25X,27X,33X,61,41X,44,77X,67X,66X"
2810,Merrion Square,Merrion Square,53.34079,-6.2509830556,"66X,67,66E,66B,67X,77X,44,41X,61,66A,66,33X,25X,26,142"
2811,Merrion Street,Merrion Street,53.339355,-6.2522530556,"61,44"
2812,Charlemont Street,Charlemont Street,53.3319261111,-6.2622180556,"44,61"
2813,Ranelagh Road,Ranelagh Road,53.3287038889,-6.2586511111,"61,44"
2814,Ranelagh Road,Ranelagh Road,53.3260230556,-6.255605,"44,61"
2815,Milltown Rd,Milltown Rd,53.3158469444,-6.245245,"61,44"
2816,Milltown Rd,Milltown Rd,53.3142588889,-6.2462519444,"44,61"
2817,Milltown Rd,Milltown Rd,53.31115,-6.2478369444,"61,44"
2818,Dundrum Road,Dundrum Road,53.3079419444,-6.246405,"44,61,142"
2819,Dundrum Road,Dundrum Road,53.3054830556,-6.2456930556,"142,61,44"
2820,Dundrum Road,Dundrum Road,53.3032575,-6.2452,"44,61"
2822,Dundrum Road,Dundrum Road,53.30109,-6.2457088889,"61,44"
2823,Dundrum Road,Dundrum Road,53.2975219444,-6.2463502778,"44,61"
2824,Dundrum Road,Dundrum Road,53.2935,-6.245775,44
2825,Dundrum Road,Dundrum Road,53.2924063889,-6.2456447222,"44,44B"
2826,Dundrum,Dundrum,53.2895816667,-6.2436605556,"44B,44,14,14C"
2827,Sandyford Rd,Sandyford Rd,53.2880361111,-6.2412488889,"44,44B"
2828,Sandyford Rd,Sandyford Rd,53.2862186111,-6.2386688889,"44B,44"
2829,Sandyford Rd,Sandyford Rd,53.2843711111,-6.2368369444,"44,44B,116"
2830,Sandyford Rd,Sandyford Rd,53.28235,-6.2335669444,"116,44B,44"
2831,Sandyford Rd,Sandyford Rd,53.2790538889,-6.2315488889,"44,44B,116"
2832,Sandyford Rd,Sandyford Rd,53.2772480556,-6.2303461111,"116,44B,44"
2833,Sandyford Rd,Sandyford Rd,53.2743919444,-6.2290936111,"44,44B"
2835,Sandyford,Sandyford,53.27048,-6.22587,44
2836,Sandyford Rd,Sandyford Rd,53.2754230556,-6.2296061111,"44,44B"
2837,Sandyford Rd,Sandyford Rd,53.2773569444,-6.2306611111,"44B,44,116"
2838,Sandyford Rd,Sandyford Rd,53.2797480556,-6.2320319444,"116,44,44B"
2839,Sandyford Rd,Sandyford Rd,53.2828588889,-6.23405,"44B,44,116"
2840,Sandyford Rd,Sandyford Rd,53.2843269444,-6.23703,"116,44,44B"
2841,Sandyford Rd,Sandyford Rd,53.2871836111,-6.2401138889,"44B,44"
2842,Ballinteer Rd,Ballinteer Rd,53.28786,-6.2463711111,"14,14C"
2843,Ballinteer Rd,Ballinteer Rd,53.2843247222,-6.2455708333,"14C,14"
2844,Ballinteer Rd,Ballinteer Rd,53.2826430556,-6.24489,"14,14C"
2845,Wyckham Way,Wyckham Way,53.2795466667,-6.2445969444,"14C,14,116"
2846,Ballinteer Ave,Ballinteer Ave,53.2772322222,-6.2479458333,"116,14,14C"
2847,Ballinteer Ave,Ballinteer Ave,53.2762538889,-6.2498902778,"14C,14,116"
2848,Broadford Rd,Broadford Rd,53.2753558333,-6.25546,"116,14,14C"
2849,Broadford Rd,Broadford Rd,53.2774361111,-6.2551205556,"14C,14,116"
2850,Broadford Rd,Broadford Rd,53.2796813889,-6.2556138889,"116,14,14C"
2851,Broadford Rd,Broadford Rd,53.2806905556,-6.2582422222,"14C,14,116"
2852,Broadford Rd,Broadford Rd,53.2806955556,-6.2610463889,"116,14,14C"
2853,Broadford Rd,Broadford Rd,53.2808252778,-6.2606961111,"14,116"
2854,Broadford Rd,Broadford Rd,53.2807216667,-6.2572811111,"116,14"
2855,Broadford Rd,Broadford Rd,53.2791897222,-6.2551688889,"14,116"
2856,Broadford Rd,Broadford Rd,53.2771913889,-6.2549805556,"116,14"
2857,Broadford Rd,Broadford Rd,53.2747702778,-6.2553638889,"14,116"
2858,Ballinteer Ave,Ballinteer Ave,53.2751861111,-6.2524530556,"116,14"
2859,Ballinteer Ave,Ballinteer Ave,53.2769905556,-6.2486305556,"14,116"
2860,Ballinteer Ave,Ballinteer Ave,53.2781672222,-6.2461380556,"116,14"
2861,Wyckham Way,Wyckham Way,53.2795783333,-6.2449105556,"14,116"
2862,Ballinteer Rd,Ballinteer Rd,53.2829172222,-6.2451936111,14
2863,Ballinteer Rd,Ballinteer Rd,53.2845894444,-6.245845,14
2864,Ballinteer Rd,Ballinteer Rd,53.2871897222,-6.2466233333,14
2865,Dundrum,Dundrum,53.2897041667,-6.2440305556,"14,44,44B"
2866,Dundrum,Dundrum,53.2915716667,-6.2457238889,"44B,44,14"
2867,Churchtown Road,Churchtown Road,53.2939975,-6.249945,61
2868,Churchtown Rd,Churchtown Rd,53.2938763889,-6.2484197222,61
2892,Dundrum Road,Dundrum Road,53.2953536111,-6.2461988889,"61,44"
2893,Dundrum Road,Dundrum Road,53.2976069444,-6.2466316667,"44,61"
2894,Dundrum Road,Dundrum Road,53.3009316667,-6.2459552778,"61,44"
2895,Dundrum Road,Dundrum Road,53.3030430556,-6.2452836111,"44,61"
2896,Dundrum Road,Dundrum Road,53.3059880556,-6.246025,"61,44,142"
2897,Dundrum Road,Dundrum Road,53.3081930556,-6.246615,"142,44,61"
2898,Milltown Rd,Milltown Rd,53.3111630556,-6.248145,"61,44"
2899,Milltown Rd,Milltown Rd,53.316365,-6.2450869444,"44,61"
2900,Ranelagh Road,Ranelagh Road,53.3259261111,-6.2557238889,"61,44"
2901,Ranelagh Road,Ranelagh Road,53.3273338889,-6.2584780556,"44,61"
2902,Ranelagh Road,Ranelagh Road,53.3288780556,-6.2589869444,"61,44"
2903,Charlemont Street,Charlemont Street,53.33197,-6.2624919444,"44,61"
2906,Blackditch Rd,Blackditch Rd,53.3389180556,-6.3733311111,79
2907,Blackditch Rd,Blackditch Rd,53.3402511111,-6.3721611111,79
2908,Oranmore Road,Oranmore Road,53.3396938889,-6.3673480556,79
2909,Cherry Orchard Ave,Cherry Orchard Ave,53.3374130556,-6.3737030556,"79,79A"
2910,Spiddal Road,Spiddal Road,53.3410638889,-6.3716330556,79
2911,Blackditch Rd,Blackditch Rd,53.33874,-6.3733880556,79
2912,Parliament St,Parliament St,53.3446280556,-6.2673530556,"79,79A,69"
2914,Orwell Road,Orwell Road,53.3109538889,-6.2737769444,"14,15B,15D"
2915,Zion Road,Zion Road,53.3094030556,-6.2736938889,"15D,15B"
2916,Bushy Park Rd,Bushy Park Rd,53.3076388889,-6.2749411111,"15B,15D"
2917,Bushy Park Rd,Bushy Park Rd,53.3074880556,-6.277595,"15D,15B"
2918,Bushy Park Rd,Bushy Park Rd,53.3073688889,-6.2807988889,"15B,15D"
2919,Willbrook Rd,Willbrook Rd,53.2959219444,-6.28543,61
2920,Willbrook Rd,Willbrook Rd,53.2938169444,-6.2874211111,61
2921,Willbrook Rd,Willbrook Rd,53.2912719444,-6.2894880556,61
2922,Ballyboden Rd,Ballyboden Rd,53.28913,-6.2905,61
